,DSRCT0,DSRCT1,DSRCT2,DSRCT3,DSRCT4,DSRCT5,DSRCT6,DSRCT7,DSRCT8,DSRCT9,DSRCT10,DSRCT11,DSRCT12,DSRCT13,DSRCT14,DSRCT15,DSRCT16,DSRCT17,DSRCT18,ERMS0,ERMS1,ERMS2,ERMS3,ERMS4,ERMS5,ERMS6,ERMS7,ERMS8,OST0,EWS0,EWS1,EWS2,EWS3,EWS4,EWS5,EWS6,EWS7,EWS8,EWS9,EWS10,EWS11,OST1,OST2,OST3,OST4,OST5,OST6,OST7,OST8,OST9,OST10,OST11,OST12,OST13,OST14,OST15,OST16,OST17,OST18,OST19,OST20,OST21,OST22,OST23,OST24,OST25,OST26,OST27,OST28,DSRCT19
ERMS2,0.1001778723662157,0.0941988461298697,0.0986090890169463,0.0837653927455343,0.0987943053320098,0.0877549932666414,0.0903904248939467,0.0975771474589455,0.0895033591043239,0.0928983791695532,0.0885809011458998,0.0863836946520918,0.0864097029183305,0.1012685882418882,0.093323925852802,0.1360910989013812,0.0990423271480231,0.0923628719925249,0.1008750204475939,0.1805632342974042,0.0970812684731803,0.0,0.0721374045737362,0.085651621555269,0.0926999131325433,0.0764675435756827,0.0724952154959649,0.1022757657880419,0.1009248515263817,0.1052129649062329,0.0988548031089624,0.0882926189421271,0.1097100011488535,0.0947382746442471,0.093894132274882,0.0904680750025732,0.0903938085732321,0.1315993665297712,0.0837340966124426,0.0939682418654378,0.0956293855736015,0.0959090025842721,0.0853836875769802,0.0912080952948068,0.0939514249604506,0.0928828565384422,0.0888336655567368,0.0948856245700448,0.0978878320497398,0.0922287952412172,0.0862928750783112,0.0947093835485625,0.0903777722945863,0.0902108810901836,0.0943473537003986,0.1047125780945194,0.0960474748199872,0.0945075119169834,0.0937930638721536,0.0969945292107549,0.1075906694148414,0.0885165701887248,0.0991806132476061,0.0986921826386651,0.0902156615006401,0.0955053578896456,0.0899740459498079,0.1008984237312672,0.1017279727309542,0.1100072668759985
ERMS3,0.0885842007962395,0.0855185005068864,0.0867159944309058,0.0796802312309998,0.0886730660026631,0.0832006453808285,0.0812854828493188,0.0881112441438899,0.0799923694150391,0.093900073514314,0.0829289062633315,0.086990223841772,0.0813184627145346,0.0925550605186376,0.0866802337810097,0.1231119259965892,0.0868335970790768,0.0799278439714126,0.0923999567259274,0.1775543565893574,0.083157918862663,0.0721374045737362,0.0,0.0692073267152434,0.0771137129052565,0.0709808537219225,0.05584821106369,0.0780820318296007,0.0990476798030222,0.0966021737263668,0.0956610143130585,0.0830353017116601,0.0986785050325358,0.0886163048736645,0.0845210374396616,0.0828734201308634,0.0793053301120378,0.128469171812191,0.0788077781416635,0.0875181264620954,0.0874355073573276,0.0880444575588867,0.0742306109201726,0.0781491457395132,0.0849140222731537,0.0789134412499183,0.0782542596248403,0.0923848657269857,0.0880544322031832,0.0790961071237306,0.0816720048157565,0.0767405164131735,0.0791482905773272,0.0832143757852336,0.0907030142842386,0.1005527885627437,0.0823469037185212,0.0861008467119684,0.0822271527202865,0.0835900257976964,0.1091706142030131,0.0737160688635441,0.0919654872634763,0.0831418070131471,0.0871549041325811,0.0937832877747923,0.0814887670000422,0.0842651053807993,0.0881740814827217,0.0930993245633882
ERMS4,0.0895390665575192,0.0912552796120556,0.0913141350714468,0.0890648374600879,0.0895052691380972,0.0744178751104892,0.0805473328164348,0.0930492644931284,0.0910016372355476,0.0801805332746154,0.0780306607548286,0.0868146408193747,0.0740692461670155,0.1064422619329391,0.076272190245446,0.1323045624138143,0.0810481800317159,0.0817612063549407,0.0993545151453466,0.1568743350120875,0.0611540253350195,0.085651621555269,0.0692073267152434,0.0,0.0577961084819323,0.059324539706634,0.0544107277706807,0.0789083847790655,0.0726970954408354,0.1045643233630798,0.0557837613554163,0.0806716093973718,0.1245893434720983,0.0920422122398872,0.110561076970051,0.0905534767127765,0.0880323821951874,0.1416812368103375,0.0944583226917086,0.1000432504550906,0.118314139983877,0.0644216231344281,0.0713022599549449,0.0740193246993373,0.0903003714821951,0.0904859800017714,0.0745410526755153,0.063847678077147,0.0790970101991796,0.0827529631078804,0.0700329124630635,0.0789766536962866,0.0680128024967342,0.0652359120416221,0.0746524774171774,0.0728429115412773,0.0878346156439063,0.0716792981688169,0.0846973863349931,0.0816170862794711,0.0707204880059611,0.0861848949534075,0.0673882548455369,0.1042915035339384,0.0634336493201539,0.0695054604379005,0.0932352140672619,0.0796070092334501,0.0745445826430862,0.1050948264827174
ERMS5,0.0961302630280346,0.0949193494579418,0.0975091790899767,0.0974145261703698,0.0978834570332185,0.0820098089720196,0.085906835978449,0.0987493605290638,0.0992053786460956,0.0859031937312901,0.0838093053388387,0.1021779496125041,0.0810609959727047,0.1088782173487981,0.0847736660680739,0.1440990865871869,0.0926722316781673,0.0908969982983439,0.101526161420613,0.1641182443637369,0.0242072452135645,0.0926999131325433,0.0771137129052565,0.0577961084819323,0.0,0.075405613494432,0.0756862917529736,0.0912385906497844,0.0848192000370023,0.1113151546969068,0.0823147675801175,0.0893155888302987,0.1336110112401699,0.0993802650873542,0.1186589414188179,0.1024263694363583,0.1014894111119626,0.1475867704428768,0.104859508725404,0.1116952132063109,0.1272751223841163,0.0840493525690088,0.0840310202512604,0.0879853852234612,0.1021420485333456,0.1021656120607838,0.0873875550142919,0.08670849758071,0.0977988237806133,0.0968965429487025,0.0870628883457499,0.0944844793361471,0.0803863163469207,0.0834754781465781,0.0938579625375604,0.0941496912592151,0.1019068799466342,0.0912719071986787,0.0990845483538345,0.0986492628843482,0.0945116878010434,0.1003561230078048,0.0913998663618558,0.113355125528975,0.0855568154757406,0.0849597628510072,0.1071425644631648,0.0970738030049671,0.0914222489197,0.1088653660266088
ERMS6,0.0898289031007049,0.0884210600747839,0.0891460352580299,0.0783292671304254,0.0881741560102752,0.0760002517961816,0.0800952236536286,0.0895506400097568,0.0844864524068247,0.0828533529922527,0.077828350934033,0.0817816770734962,0.070802168270234,0.1013743543827437,0.0733859899217828,0.1240173655378503,0.0805380274096893,0.0815782993759672,0.0968950678032973,0.1569296011972572,0.0789838236468708,0.0764675435756827,0.0709808537219225,0.059324539706634,0.075405613494432,0.0,0.0551817242450759,0.0832945142369988,0.072300816065521,0.0998266919725081,0.0652832638020977,0.0768399620989777,0.1125730628778955,0.0874696534996179,0.0959666929412314,0.083414588142836,0.0769276619710867,0.1336415468985853,0.0810805662637407,0.0883552752177684,0.102470971092919,0.0582796510224376,0.0638269169324396,0.0617460575879087,0.0731370515844933,0.0753373957933819,0.0599296496813271,0.0619976929402255,0.0675485316497209,0.0668174091412764,0.0560788077808945,0.0696036686357624,0.0682416802280367,0.0626072699897909,0.0664061274653817,0.0726362958317671,0.0762870896537639,0.0647979432534255,0.0712830691967715,0.0684172236621726,0.0719286114688074,0.0711909530238905,0.0617188216272086,0.0877137542365792,0.0595409374498461,0.0675128119579332,0.0773649929481442,0.0707172056397435,0.0648880143536388,0.1002198405691431
ERMS7,0.080902652865636,0.0791978377761454,0.0808593306854693,0.0730020147921204,0.0795146943579743,0.0671863957184609,0.0707500879861058,0.0807269867130474,0.0727113191462468,0.0795238453470719,0.070395650914971,0.0805170254843418,0.0669024740514744,0.0931647430058292,0.0734355826633093,0.1222013108229637,0.0763896828940724,0.07418401462699,0.0895793781398638,0.1568528687451252,0.0812214328174776,0.0724952154959649,0.05584821106369,0.0544107277706807,0.0756862917529736,0.0551817242450759,0.0,0.0727043767363157,0.0769441548537967,0.0985764535360789,0.0682662202266695,0.0734181566884217,0.1066407530106962,0.0854484563400916,0.090862731957448,0.0796163408973599,0.0737719419167161,0.1319826509805966,0.0767966775996114,0.0869085798968177,0.0981045802349597,0.0663741824241628,0.0606023136866271,0.0653338309436005,0.0762340542177906,0.0719807229206597,0.0651260323475049,0.069143486473574,0.0736516268741711,0.0644839338951449,0.0633637204740435,0.0670628397972903,0.0621071376198456,0.0646131114615984,0.0740904608300475,0.0806841945146048,0.0748261661446073,0.0634450508214647,0.0698080006900903,0.0717958139805661,0.0831960970847418,0.0688290064991304,0.0678400207838859,0.0859252668538645,0.0666790621827316,0.0716417967425456,0.0725907830754708,0.072274603873777,0.0721429849447891,0.0918762726094522
ERMS8,0.0902759928692011,0.0915129922450614,0.0923710286775517,0.0936347068153514,0.090769152014579,0.0848149096301347,0.0831499064245911,0.0926465018481084,0.0905559531503933,0.0969225933796598,0.0849222666389155,0.0990425288171668,0.0846224082090553,0.1041781426601545,0.0874987256484609,0.1088930669053883,0.0771886045081465,0.0749178745922856,0.1007118603447537,0.1725427630087367,0.0956169004737108,0.1022757657880419,0.0780820318296007,0.0789083847790655,0.0912385906497844,0.0832945142369988,0.0727043767363157,0.0,0.0927917839223886,0.1073055639037009,0.0861393001920037,0.0864857830719298,0.1110679710720663,0.0977528761085203,0.1025212832355157,0.0902085687883254,0.0848832178172998,0.1384488196666313,0.0933381056266176,0.0976968639012422,0.1064567290340489,0.0857395681967469,0.0732583860108648,0.0849400866962621,0.089985249980076,0.0838365732128767,0.0808480824037511,0.0864191015245728,0.0847493474062382,0.0795557291552237,0.0795699951376429,0.0818262172968673,0.0757480979709049,0.080961530424681,0.0890981850125153,0.0905707951013614,0.0826725104308976,0.0799933554646597,0.0838718412157061,0.0866398633709587,0.1041102284141613,0.0823056867514725,0.0855746019449134,0.1000973717037651,0.0856804939705316,0.0863329760854129,0.0877728521360565,0.0757466798986056,0.0801829421520134,0.089944875536817
OST0,0.0970958177095734,0.0968968490443788,0.0999766740968181,0.0969870610133707,0.0996934129850332,0.0770597351966115,0.0856715264274173,0.101270286418923,0.0999844440205854,0.0803890759477447,0.078613100480085,0.1035521092508529,0.076788651129758,0.1108408451183626,0.0802532139196843,0.1500271894860105,0.0948192308535962,0.0964074782911112,0.1038304388170722,0.1520103009657507,0.0822397500295362,0.1009248515263817,0.0990476798030222,0.0726970954408354,0.0848192000370023,0.072300816065521,0.0769441548537967,0.0927917839223886,0.0,0.1169648457563916,0.0650164216835549,0.0795449235285418,0.1387010537784577,0.1030329656689668,0.1229523968852865,0.1018674456183337,0.0979977571885717,0.1477177976161888,0.1018940932141095,0.1106149008767759,0.126587710040381,0.0665609317912111,0.0627401641245605,0.0766536738253468,0.0922265617343791,0.0715961879454862,0.0715365825578678,0.0595716423971093,0.0791004782355441,0.0718708836461288,0.0700381659885114,0.0801546326278947,0.0672153560536668,0.0702511129805312,0.0621056429856,0.0770325078659958,0.0984926075323503,0.0603614620952549,0.0730803628889416,0.0786331971552437,0.0608225529969313,0.0876759205655116,0.0537170927870783,0.1099720302147294,0.0509359946645892,0.0508311640817541,0.0831072210421616,0.0890779838459847,0.077182566909796,0.112151188586873
EWS0,0.093050114022982,0.0947512551519716,0.0914683964441529,0.0947920224591231,0.0910901172646848,0.0994320234918988,0.0946111659260421,0.093616410833596,0.0900643015892009,0.1081981930222948,0.1032691577532461,0.0957131291051443,0.0943265631490029,0.0978635221410161,0.1021768818079048,0.1343586689481498,0.1005550960687323,0.0961332945678924,0.1056562726408282,0.1804920014304449,0.1195189118490868,0.1052129649062329,0.0966021737263668,0.1045643233630798,0.1113151546969068,0.0998266919725081,0.0985764535360789,0.1073055639037009,0.1169648457563916,0.0,0.1010485573705086,0.0807842804065315,0.0672411874118736,0.0265146792724744,0.0710925662850092,0.0619935710655188,0.0749574341083748,0.1101059543323548,0.0709440195765625,0.0728224052950485,0.0794505073686109,0.104031830996701,0.1003762862438611,0.1001176874993471,0.1010267170264798,0.1078323409508569,0.0950672691026591,0.1053779392230523,0.0995328237750519,0.1044857805471369,0.0979915538747734,0.1009285099663226,0.0981717471744472,0.0972078491999327,0.1031649355950755,0.1059839369489954,0.093066087242224,0.1045894996527768,0.103812198257936,0.1091940491661151,0.1181462232992891,0.1034356572784111,0.105793029748165,0.1054855138765043,0.1051053683358385,0.1182567976668201,0.1136119221284908,0.1120494288961505,0.1117680567692667,0.1056860235352464
EWS1,0.0938225188232219,0.0960103027516795,0.0953566198321397,0.0919407763161189,0.0926684153268048,0.0746456795732715,0.0848449194345521,0.0961335325745839,0.0945825259429511,0.081749550246821,0.0836604866386274,0.0911408972397967,0.0757738573050554,0.1154705988237356,0.078455705842841,0.1366724901718334,0.0846715096186602,0.0877043990936345,0.1064389420766829,0.1514974328085269,0.0845911690088704,0.0988548031089624,0.0956610143130585,0.0557837613554163,0.0823147675801175,0.0652832638020977,0.0682662202266695,0.0861393001920037,0.0650164216835549,0.1010485573705086,0.0,0.0800308445743398,0.1242357092675107,0.0895828752719881,0.1093609016281977,0.0875460226950796,0.0839920890659328,0.1433211557758828,0.0938515741662743,0.0970812151729303,0.1195615804397372,0.0571570155302927,0.0713553605143724,0.0759933225986799,0.0900764670590097,0.0902589744948931,0.0724742020186132,0.0512215364888873,0.0729867536578614,0.0805438299472523,0.0669052147828548,0.0829637819823394,0.0705275792397953,0.0598024717044072,0.0699958199859359,0.0580405325987149,0.0886769052693257,0.0672474976932798,0.0848943882639837,0.0811726345136906,0.0556135449786767,0.0910414935024439,0.057261462152942,0.1125584045342612,0.0581945137962504,0.0670625406217415,0.0973550116527357,0.0806474442861874,0.0714173481715739,0.1110424795269873
EWS2,0.08469538242234,0.0829440312951705,0.085026317257166,0.0818765097228981,0.0844972631032793,0.0761980058992011,0.0767359218944951,0.0862201494506717,0.0842057129759673,0.0836840524510903,0.0759198155187658,0.0876827049042394,0.0697865570333645,0.0889191711099436,0.078573511669082,0.1305406981225834,0.0846400991926463,0.0809551491665621,0.0894394629438221,0.166075901395058,0.0937994688240193,0.0882926189421271,0.0830353017116601,0.0806716093973718,0.0893155888302987,0.0768399620989777,0.0734181566884217,0.0864857830719298,0.0795449235285418,0.0807842804065315,0.0800308445743398,0.0,0.0973805522410749,0.0692259497304978,0.0837329654498506,0.0701120421987593,0.0708445206055601,0.1193761311380812,0.0650490230658556,0.0769934965369728,0.0859729067413004,0.0837588956545216,0.0726247907760669,0.0744761146013764,0.0836691662816013,0.0776785456900834,0.0685115424198061,0.0789217239401171,0.0845072918026423,0.0737886699665478,0.0741615433993026,0.0800111152978049,0.0731060241559693,0.0764141222889237,0.0726151178745057,0.0870193513768728,0.0838870632988266,0.0736361398499256,0.0767098219824906,0.0828007381131961,0.0910185533795987,0.0796853626603096,0.0772223353758079,0.0910146427697676,0.0724311245716469,0.0797592662293266,0.0834893690847827,0.0908286471603916,0.0848780379097526,0.0935804061631456
EWS3,0.1051657490364618,0.1064397168283252,0.1039136562889685,0.0991207233943058,0.1030976994955366,0.1151317901606488,0.1078840144658877,0.1032797154609026,0.0959172784128001,0.1260848790612615,0.1166608288665936,0.0982747476812792,0.1098639167000862,0.1011252832073668,0.1159767354177105,0.1202737508379911,0.1079912457253893,0.1025096539202209,0.1113980490525073,0.1972146034102681,0.1413866887589453,0.1097100011488535,0.0986785050325358,0.1245893434720983,0.1336110112401699,0.1125730628778955,0.1066407530106962,0.1110679710720663,0.1387010537784577,0.0672411874118736,0.1242357092675107,0.0973805522410749,0.0,0.0719310289674333,0.0616164345304183,0.0708245466595121,0.0802762777060184,0.1149154043091594,0.069836250617142,0.0695602978645477,0.0583805306837208,0.1223266707807179,0.112477577708422,0.110337203721898,0.10173644014161,0.111097894074383,0.1064678377699874,0.1226792987806139,0.1092005805422443,0.108144264110304,0.1107159980968074,0.107133486360579,0.1119567762528093,0.1140367992932366,0.1163723070380037,0.1250528607481812,0.089376028109149,0.1179033736895139,0.1102828814204684,0.1142245844428624,0.1420254563291217,0.1000748738211055,0.1249327559548254,0.098356147274142,0.1220529483480513,0.1350778862273033,0.113117425933419,0.1130070337421562,0.1219064365357439,0.1045474822715123
EWS4,0.0871933881849543,0.086482522356807,0.0852844101258183,0.0854229460963689,0.0844284711098249,0.0874682698489225,0.0846887835014686,0.0866424958178105,0.0819216851540703,0.094315280746542,0.0902014147796795,0.0840053192644012,0.0827651884236492,0.0904038348804791,0.0902513402771193,0.1299502997928861,0.0906631659463926,0.0866208189906518,0.0970027562303687,0.1703637582385515,0.1071536806607101,0.0947382746442471,0.0886163048736645,0.0920422122398872,0.0993802650873542,0.0874696534996179,0.0854484563400916,0.0977528761085203,0.1030329656689668,0.0265146792724744,0.0895828752719881,0.0692259497304978,0.0719310289674333,0.0,0.0691980100332205,0.055220654333661,0.0693840073185644,0.1059623669955877,0.0591513207198539,0.0649436464631586,0.0757768987726775,0.0938668584548571,0.0900060111482343,0.0911724873833394,0.0942942538830857,0.0984104768336311,0.0853696474320844,0.0926752693313096,0.0927511204944424,0.093014220811335,0.0882321970618673,0.0943924852352769,0.0858049621908974,0.0885195280746099,0.0930931685801422,0.0977066897463425,0.0870710850201804,0.091320762584401,0.0943416194253441,0.0999964565140246,0.1052254454133188,0.0948695312079206,0.0947850363993853,0.1000835014115316,0.0922122858228865,0.1023801651128732,0.1025091759982209,0.1037693283016222,0.1020880679923094,0.0985263228628548
EWS5,0.0973463461896155,0.0957795977288679,0.0962069410780253,0.0856061582858297,0.0940368875577303,0.0997422600888336,0.096055677645447,0.0930851855674425,0.0853557727062081,0.1106072265921174,0.1023631978069613,0.084250759776083,0.095422103516739,0.0940501833274265,0.1018829768740537,0.1151657238806402,0.0961419753015543,0.0891566060829533,0.0998204854619413,0.1852230751107948,0.1264518292129788,0.093894132274882,0.0845210374396616,0.110561076970051,0.1186589414188179,0.0959666929412314,0.090862731957448,0.1025212832355157,0.1229523968852865,0.0710925662850092,0.1093609016281977,0.0837329654498506,0.0616164345304183,0.0691980100332205,0.0,0.0617666862740501,0.0652053918302715,0.1066965032124148,0.0600172536071985,0.0615178531868606,0.0551840655190404,0.1090424779346442,0.0988690014757792,0.0931038369548878,0.0887431219508809,0.0957031458836737,0.0917466614667695,0.1085933209572744,0.0990656520221045,0.0928907207297127,0.0947153095305519,0.0931337288322307,0.1003138004502606,0.1017653472308047,0.1028448021561778,0.1148932797503138,0.0797233642052182,0.1039397615825194,0.0972759479903734,0.0978662474247595,0.1264977268693114,0.0833623577111846,0.1089534439487645,0.0850918937362345,0.1066681340691588,0.1187213759724119,0.0950990765758457,0.1008337018883963,0.1064335298385733,0.0968299250667802
EWS6,0.0894397168832731,0.0883800675478761,0.0888486392108181,0.0816863312077257,0.0859956321088306,0.0871193428530916,0.0855351383486682,0.0868204630762654,0.0813933934280391,0.0973300900809549,0.0897392848997622,0.0814321843397149,0.0818121676665034,0.0910928603509344,0.0875419812235842,0.1167399905329116,0.085109991689729,0.0783464202193874,0.0938303127157158,0.1750084969722502,0.1091524310938621,0.0904680750025732,0.0828734201308634,0.0905534767127765,0.1024263694363583,0.083414588142836,0.0796163408973599,0.0902085687883254,0.1018674456183337,0.0619935710655188,0.0875460226950796,0.0701120421987593,0.0708245466595121,0.055220654333661,0.0617666862740501,0.0,0.0548298104057876,0.1080450358423922,0.0549209675409655,0.0546137140524819,0.0632479028256779,0.0931499133843524,0.0852955996628012,0.0843422478824002,0.0835639232421005,0.0883568806686491,0.0801257479791584,0.0901360314944325,0.0867753513235891,0.0840133404961086,0.0804719272005998,0.0878102349772724,0.0860330520163578,0.084752273299963,0.0861050562821783,0.0958862476257483,0.080252108840652,0.0870215054884476,0.0873206396449602,0.0895218167538875,0.10622914798896,0.0838895434518803,0.0890675310468138,0.0921965599305475,0.0877691928377617,0.0990537613415921,0.0906866969367189,0.0902003760029025,0.0916516772998906,0.0936776729168568
EWS7,0.0896084057458821,0.0904256541332192,0.0904142085017063,0.0839847035242014,0.0878497042723908,0.0838662560061693,0.0854778746139573,0.088473607638616,0.0841573816313222,0.0999365985769827,0.0884309770565328,0.0860123438678605,0.0813345840090518,0.0990489409968874,0.0846813247066324,0.1137543656842904,0.0819069647178186,0.0773052699709437,0.0950243665027209,0.1727296755040874,0.1073649870415283,0.0903938085732321,0.0793053301120378,0.0880323821951874,0.1014894111119626,0.0769276619710867,0.0737719419167161,0.0848832178172998,0.0979977571885717,0.0749574341083748,0.0839920890659328,0.0708445206055601,0.0802762777060184,0.0693840073185644,0.0652053918302715,0.0548298104057876,0.0,0.1149434376120071,0.0610509853262944,0.0603120318556743,0.0715454978463182,0.0862040270959491,0.0795640509463658,0.0730774011018419,0.0780535558005669,0.0802658941938089,0.0727425180532787,0.0871450484455571,0.0797739167774203,0.0755527649361296,0.0748074937223605,0.0758034871144898,0.0814254214103473,0.080286118640044,0.0818274963148572,0.0923775336605828,0.0735548536116234,0.0803360362130291,0.0791760734979766,0.075679382450387,0.10146544185597,0.0740225803901268,0.0812440593272308,0.083593936125565,0.0844783835834599,0.0959459228671879,0.084076107852163,0.0785212722600811,0.0786709577440902,0.0931038960674975
EWS8,0.1335868896097495,0.130639081472437,0.1319947059401887,0.1231016792327669,0.1303935714357686,0.1328466235198846,0.1308414663339639,0.1311553910017808,0.1243664317053782,0.1366535538106393,0.1298981549064046,0.1214326196398965,0.1259697078395702,0.122169243922888,0.1308639112528071,0.1565082900949912,0.1319529366913664,0.1261155013207761,0.1292754573706995,0.2092146294524423,0.1513803227000129,0.1315993665297712,0.128469171812191,0.1416812368103375,0.1475867704428768,0.1336415468985853,0.1319826509805966,0.1384488196666313,0.1477177976161888,0.1101059543323548,0.1433211557758828,0.1193761311380812,0.1149154043091594,0.1059623669955877,0.1066965032124148,0.1080450358423922,0.1149434376120071,0.0,0.1072579456809102,0.1072810275817849,0.1098347358016785,0.1472620546697579,0.1342552716879493,0.1364660885036695,0.1336640285233516,0.1345539589350284,0.1299377813897044,0.1431753555175312,0.1401962470289898,0.1327437815267692,0.1343923019096653,0.140611525098783,0.1343293672390864,0.1409228986966624,0.132889347315519,0.1483361285822595,0.1347569535993252,0.1392441830144372,0.1348012749775224,0.1434848771887345,0.1534902024634716,0.1358061402674387,0.1433798800069055,0.1355906873869835,0.1362084336219896,0.1444866687203387,0.1322438186446872,0.144287774570525,0.1437831281799076,0.1324354240260059
EWS9,0.0922059037886931,0.0879335881953536,0.0903054472875737,0.0765937624637371,0.0870130212509757,0.0853277671687968,0.0862977591503042,0.0874356762296008,0.0793436064031457,0.0949322914423954,0.0878362651596347,0.0713727641584826,0.0813588540344897,0.0869653203178867,0.0858286689529597,0.1143928732425472,0.0857601392399201,0.0805715425854561,0.091594753404494,0.1724452360450976,0.1103209047342354,0.0837340966124426,0.0788077781416635,0.0944583226917086,0.104859508725404,0.0810805662637407,0.0767966775996114,0.0933381056266176,0.1018940932141095,0.0709440195765625,0.0938515741662743,0.0650490230658556,0.069836250617142,0.0591513207198539,0.0600172536071985,0.0549209675409655,0.0610509853262944,0.1072579456809102,0.0,0.0481550876353312,0.0560704358796381,0.0963466970004819,0.085819793132783,0.0817966615819671,0.0834712863302418,0.0829448220678359,0.0779710160383045,0.0917038190477548,0.0896103118009604,0.0782744245548869,0.0820485534903987,0.0885210122653083,0.0829009583180659,0.0902480069263481,0.086262361541842,0.100722268128736,0.0776227906722934,0.0843842547244757,0.083422479669431,0.0885021532084217,0.1043680108071425,0.0795457217793213,0.0932707592434782,0.0829614343127173,0.0877505444189806,0.0964457676310037,0.0820843039989659,0.0917828859742001,0.092703575492473,0.0901571197507667
EWS10,0.1001172254269219,0.0944195553842921,0.0984945700290472,0.0887369496944375,0.0949605105019033,0.0925305114497786,0.0942719252537758,0.0924868387916701,0.0878029787172378,0.1056578157273844,0.0977866976087675,0.0805988126410204,0.0902988132697436,0.0957769234897992,0.0960102770983584,0.1161705494522162,0.0927360791606473,0.0858153773444706,0.101356452238742,0.1778240330633265,0.1182279281274,0.0939682418654378,0.0875181264620954,0.1000432504550906,0.1116952132063109,0.0883552752177684,0.0869085798968177,0.0976968639012422,0.1106149008767759,0.0728224052950485,0.0970812151729303,0.0769934965369728,0.0695602978645477,0.0649436464631586,0.0615178531868606,0.0546137140524819,0.0603120318556743,0.1072810275817849,0.0481550876353312,0.0,0.059423458612039,0.1022812095303614,0.0927257358990506,0.088095792601928,0.0867800405746146,0.0918105470425617,0.084027738769512,0.0981402145688767,0.094756154547112,0.0858771587857807,0.0867004235963385,0.0946758820848358,0.0927936037067282,0.0943641636055711,0.0915756429661234,0.1037559447560024,0.0839906208023739,0.0950733492415473,0.0905675037895889,0.0957952756345474,0.1131694893447046,0.0852698597924316,0.0978712517667806,0.0906896934110662,0.0947362021951308,0.1084991441862208,0.0905277408186524,0.0952859875160473,0.095609585091386,0.0958417548931169
EWS11,0.1047252197177327,0.1019476402248906,0.1031523133249054,0.0922169629526045,0.1021486047581107,0.1062242922087764,0.1026145976839481,0.1009280853005391,0.0923489860543421,0.1173958038148703,0.1063049544165567,0.0900002239835928,0.1013084845605906,0.0940020726520237,0.1072189338731876,0.11616028291424,0.1032303654959961,0.0946067905567967,0.1008157427393274,0.1972873391184506,0.1339590165297988,0.0956293855736015,0.0874355073573276,0.118314139983877,0.1272751223841163,0.102470971092919,0.0981045802349597,0.1064567290340489,0.126587710040381,0.0794505073686109,0.1195615804397372,0.0859729067413004,0.0583805306837208,0.0757768987726775,0.0551840655190404,0.0632479028256779,0.0715454978463182,0.1098347358016785,0.0560704358796381,0.059423458612039,0.0,0.1189129579987937,0.1033776203709009,0.1005171020606167,0.0930879196638473,0.0945976886799338,0.09670192477035,0.1168861574597258,0.1042828527804391,0.0945531045779937,0.1010343874283293,0.1019464798167377,0.1064830329966325,0.1103068484994739,0.1061154344288838,0.1224142383355829,0.0895786520476178,0.1097796697967106,0.098847049633759,0.103944281633709,0.1335673569631137,0.0877232385310408,0.1147528581896399,0.0844850527397743,0.111396643744795,0.1214416984560072,0.0915219024678436,0.1062665694760032,0.1121248805877857,0.0977947202717193
OST1,0.0897809314586825,0.0945714213828452,0.0911522202748586,0.0880711108508157,0.0898494135690009,0.0821369513647101,0.0834233826117147,0.0931746361623472,0.0934765348293135,0.0884137016680185,0.084622993346758,0.0907396144214069,0.0775281273228398,0.1125923536924917,0.0821103928580636,0.1328900079186243,0.085968248607204,0.0893522250728233,0.1065728743147718,0.1528611393342265,0.088136568068376,0.0959090025842721,0.0880444575588867,0.0644216231344281,0.0840493525690088,0.0582796510224376,0.0663741824241628,0.0857395681967469,0.0665609317912111,0.104031830996701,0.0571570155302927,0.0837588956545216,0.1223266707807179,0.0938668584548571,0.1090424779346442,0.0931499133843524,0.0862040270959491,0.1472620546697579,0.0963466970004819,0.1022812095303614,0.1189129579987937,0.0,0.0576267651285539,0.0621598431263604,0.0710548274516329,0.0729805804949808,0.0583084160794926,0.0492717857366955,0.0536369413151983,0.0675930271063478,0.0577392738334561,0.0631510958524221,0.0617717059744313,0.0515814738962204,0.0611839302399211,0.0591104288451417,0.0748330670870145,0.057495287209909,0.0660533807576729,0.0671168280043846,0.0625288327273042,0.0759291476727044,0.0551697165406217,0.0969364662423072,0.0547546555249961,0.0593793365237429,0.0829080848959031,0.0659772993153086,0.0601661289593671,0.1110929509208106
